date	id	age	gender	newsws	days_news	subcat	title	image	author	datetime	text	sentiment	author_bio	passed	finished
[28/Apr/2020:16:46:43]	k7kkjkkhataihuv19i6hf525tr	25-34	Female	1	7	5	5	3	4	4	4	4	4	TRUE	TRUE
[28/Apr/2020:17:00:20]	93k24j9gds2ed9q1pvl4idti1e	45-54	Female	1	7	3	5	2	1	4	5	2	1	TRUE	TRUE
[28/Apr/2020:16:58:18]	s7ikvda05diauca9g6840vi2n4	>55	Female	5	1	5	5	5	3	1	5	5	1	TRUE	TRUE
[28/Apr/2020:17:09:51]	5aqae4pu6sa7k57sosok3fmdci	25-34	Male	2	2	1	5	4	1	1	1	3	1	FALSE	TRUE
[28/Apr/2020:17:16:56]	a1igdg37i6abetkqh10o41kbv9	>55	Male	1	7	5	5	5	2	5	5	5	1	TRUE	TRUE
[28/Apr/2020:17:55:36]	ridhpirbo26uq14mru9pd8tg9c	35-44	Male	3	5	4	3	4	4	3	4	3	4	FALSE	TRUE
[28/Apr/2020:13:35:12]	e77dop0i8v4jls2o69pdler8v2	25-34	Female	2	3	4	5	1	1	2	5	5	1	TRUE	TRUE
[28/Apr/2020:13:29:31]	lff6aaltdaoksksl1fq1mt4apr	35-44	Male	1	0	5	4	4	3	4	5	2	2	FALSE	TRUE
[28/Apr/2020:13:38:40]	tks0qj0gjphi5i0jjj1pggqiti	35-44	Male	1	7	4	5	4	2	5	4	4	4	TRUE	TRUE
[28/Apr/2020:13:36:00]	7slv5fp4r2ukpe1jen3e9fqs4r	35-44	Male	2	3	3	5	4	2	2	3	3	2	TRUE	TRUE
[28/Apr/2020:13:33:06]	k18kghir2da8vlfi1h5v3p5smr	35-44	Female	3	7	3	3	3	3	3	3	3	3	TRUE	TRUE
[28/Apr/2020:13:54:38]	qutvv7oap6mka9a5ri2je9t7uk	>55	Female	2	3	3	3	3	3	4	4	4	2	TRUE	TRUE
[28/Apr/2020:14:49:57]	mmc7jt7ljnfh8vsn78uu66ha40	25-34	Male	1	7	4	4	1	1	3	3	3	2	FALSE	TRUE
[28/Apr/2020:14:42:54]	t0vtun2qjkd693kvbivbcd449u	35-44	Male	3	1	5	5	4	4	5	5	4	1	TRUE	TRUE
[28/Apr/2020:14:45:31]	1cfpgbvq0kgi6ip925nr0pfj9i	45-54	Female	2	0	4	4	2	1	1	5	3	1	TRUE	TRUE
[28/Apr/2020:15:14:23]	usg35cgcqkgpclq1bantq7ecu5	35-44	Male	1	0	3	5	1	1	3	5	5	1	TRUE	TRUE
[28/Apr/2020:15:54:58]	6eud2l89t9j69gn6e34i0hvri9	35-44	Male	1	6	3	4	3	4	3	4	4	3	FALSE	TRUE
[28/Apr/2020:15:54:29]	dn7c6ifmct8imkq6ro1387s97f	18-24	Male	2	1	4	5	3	2	2	5	3	4	FALSE	TRUE
[28/Apr/2020:16:11:42]	5u2vqb3euuf338dlnbikhiu4as	25-34	Male	2	3	4	4	1	2	4	3	4	1	TRUE	TRUE
[28/Apr/2020:16:16:09]	3pq756kq0jbb6j839tg3aett97	35-44	Female	4	1	3	4	3	3	4	4	3	3	FALSE	TRUE
[28/Apr/2020:16:43:36]	adnceuf1ldeg7aiou60v2bg2sf	25-34	Male	2	3	4	4	4	2	2	4	4	3	FALSE	TRUE
[28/Apr/2020:16:50:58]	r32ffk5bv1vrlsdsepiokgoqc4	25-34	Female	1	7	4	5	3	3	1	5	4	2	TRUE	TRUE
[28/Apr/2020:17:06:26]	q04t12h9jet05k9acqu0vv3s0t	25-34	Male	3	3	2	5	3	2	1	5	3	1	TRUE	TRUE
[28/Apr/2020:17:03:08]	q3p4sljbtga8jqb5hntnqc5e2v	25-34	Male	1	3	4	4	4	3	4	3	4	3	FALSE	TRUE
[28/Apr/2020:19:04:48]	cnkme0bi5bv382doo9vvsukk5e	35-44	Female	1	7	3	4	5	3	4	4	4	3	FALSE	TRUE
[28/Apr/2020:13:24:17]	d1vm8fjkdbi23d26fo2mboi1c8	45-54	Female	2	3	3	4	5	2	2	4	4	1	TRUE	TRUE
[28/Apr/2020:14:42:03]	i0tp86kaqr9nuas8c8rn38bl79	35-44	Male	3	2	4	5	2	1	2	5	3	1	TRUE	TRUE
[28/Apr/2020:14:53:45]	l8083jeb7a82p69vgtv1b6uuc3	25-34	Female	1	3	3	4	4	3	4	4	4	5	FALSE	TRUE
[28/Apr/2020:16:01:15]	0gm48sg9ilt78hdldv99rfa2c4	45-54	Female	5	1	1	5	3	1	1	4	1	1	TRUE	TRUE
[28/Apr/2020:16:47:06]	neo19die7pv51kamvfcqoa8c0s	35-44	Female	2	2	5	2	2	2	1	1	1	1	TRUE	TRUE
[28/Apr/2020:16:44:54]	ogj2497m51141sl4kcsiurd7f4	25-34	Male	3	1	2	4	4	1	3	1	3	1	FALSE	TRUE
[28/Apr/2020:14:35:12]	543c3vgp99bj6qsvlbsdr9ucss	25-34	Male	2	1	4	5	2	4	1	5	4	1	TRUE	TRUE
[28/Apr/2020:14:57:08]	fcd9s1ltl75o0ds263ht9le66s	35-44	Female	1	7	3	5	5	4	4	5	5	1	TRUE	TRUE
[28/Apr/2020:15:13:54]	i8l5utb1pi0o170cab9h0jkv1i	18-24	Male	5	3	5	5	2	2	4	5	5	1	TRUE	TRUE
[28/Apr/2020:16:05:13]	8q26ncrr1hp7473p9ah67v24gk	35-44	Male	1	5	5	4	1	1	1	5	2	1	FALSE	TRUE
[28/Apr/2020:13:22:41]	ij9hoceo17r0da9q9m21kvh60t	35-44	Male	2	7	3	3	3	3	3	3	3	3	TRUE	TRUE
[28/Apr/2020:13:57:52]	1eda1v5hi1sk0qjl5ahcgv2fe7	18-24	Male	5	0	3	4	4	2	2	3	3	2	FALSE	TRUE
[28/Apr/2020:14:52:00]	dukk8rh1m8je0b3os7jg2lmkv9	>55	Female	2	6	3	5	1	1	1	5	3	1	FALSE	TRUE
[28/Apr/2020:15:01:21]	4el52aq38nt29o43m1pnfjpmq3	>55	Male	1	7	5	5	2	1	1	5	4	1	FALSE	TRUE
[28/Apr/2020:17:02:47]	llpgcomgckqgf9jrqmr6neproi	25-34	Male	5	1	3	3	4	2	3	4	3	4	FALSE	TRUE
[28/Apr/2020:17:07:33]	1tqslsilso9qiqnjsh9vtaqodi	25-34	Female	1	6	1	5	2	1	3	4	3	1	TRUE	TRUE
[28/Apr/2020:17:14:59]	0e3uqoacu78n4n3g23ci2201ru	35-44	Male	1	3	4	3	3	4	4	4	4	3	FALSE	TRUE
[28/Apr/2020:22:29:50]	c320lk8faokfkef6a7a0kqghjb	25-34	Male	2	3	2	3	2	1	1	4	4	1	TRUE	TRUE
[28/Apr/2020:11:34:26]	a2dd9uaq868sc9qh5i44rioqev	35-44	Female	1	1	4	5	4	4	5	4	4	4	FALSE	TRUE
[28/Apr/2020:11:39:52]	fgviijl5s2akgop1h2h8aoed3b	25-34	Female	2	1	3	4	3	2	2	3	3	3	TRUE	TRUE
[28/Apr/2020:11:42:00]	tj7cne6l636pci1fvnfqmeak2t	45-54	Female	1	7	3	3	3	3	3	3	3	3	FALSE	TRUE
